,x,y,z
0,-6.0,-6.0,0.0
1,-6.3437147,-5.860314,0.0061831228
2,-6.989039,-6.381115,-0.024781505
3,-7.7401314,-6.0844355,-0.040450644
4,-7.730331,-5.6699843,-0.05563302
5,-7.730331,-5.6699843,-0.05563302
6,-7.769723,-4.3138576,-0.0062757256
7,-7.7370105,-4.394086,-0.102310136
8,-5.6200595,-6.588502,-0.027973253
9,-7.769723,-4.3138576,-0.0062757256
10,-6.5191917,-5.0294805,-0.06495327
11,-6.5191917,-5.0294805,-0.06495327
12,-7.7401314,-6.0844355,-0.040450644
13,-7.730331,-5.6699843,-0.05563302
14,-7.769723,-4.3138576,-0.0062757256
15,-7.5820923,-4.1382284,-0.048632756
16,-6.3129373,-4.834926,0.03198987
17,-5.8773694,-4.9003425,-0.043188218
18,-6.3129373,-4.834926,0.03198987
19,-5.8369327,-4.8701444,0.0071158856
20,-7.769723,-4.3138576,-0.0062757256
21,-7.951738,-4.35929,-0.04420094
22,-7.951738,-4.35929,-0.04420094
23,-8.007632,-4.1996627,-0.028231919
24,-8.007632,-4.1996627,-0.028231919
25,-8.007632,-4.1996627,-0.028231919
26,-8.035086,-4.320712,-0.024216212
27,-7.9990435,-4.1758523,0.026259247
28,-7.1350646,-4.103116,-0.018028045
29,-8.035086,-4.320712,-0.024216212
30,-8.035086,-4.320712,-0.024216212
31,-6.6742105,-3.1235492,-0.022361895
32,-6.5875077,-2.903979,-0.072616704
33,-5.650248,-0.049825553,0.06428697
34,-3.8916023,-2.1493497,-0.055538416
35,-6.471679,-0.00083437713,0.0035218466
36,-3.8916023,-2.1493497,-0.055538416
37,-2.0230372,-2.6842532,0.0015087031
38,-2.395989,-1.8863308,-0.092027836
39,-2.114022,-2.8095322,0.011017372
40,-5.4105744,0.85679907,0.028853435
41,-2.114022,-2.8095322,0.011017372
42,-4.58875,-4.037381,-0.08735674
43,-4.58875,-4.037381,-0.08735674
44,-4.815704,0.09212993,0.030583013
45,-7.1761737,0.80761355,-0.010822353
46,-6.996274,3.0122135,0.04027352
47,-6.9592476,3.205052,0.022577483
48,-4.58875,-4.037381,-0.08735674
49,-4.70129,-4.075191,-0.07138287
50,-3.8916023,-2.1493497,-0.055538416
51,-3.7339618,-2.3543031,-7.056063e-05
52,-4.70129,-4.075191,-0.07138287
53,-2.114022,-2.8095322,0.011017372
54,-1.6277913,-1.745175,-0.021780912
55,-1.4086611,-1.7857494,-0.03897233
56,-1.3478495,-1.7550007,-0.010153386
57,-1.3478495,-1.7550007,-0.010153386
58,-2.114022,-2.8095322,0.011017372
59,-1.3478495,-1.7550007,-0.010153386
60,-6.9592476,3.205052,0.022577483
61,-3.7339618,-2.3543031,-7.056063e-05
62,-1.3478495,-1.7550007,-0.010153386
63,-1.1400121,-1.9374869,0.012545749
64,-4.70129,-4.075191,-0.07138287
65,-4.7110014,-4.1262207,0.017044198
66,-1.0909125,-1.5897069,-0.046177816
67,-1.3655196,-1.4223167,0.03741024
68,-7.345707,3.700866,-0.028978268
69,-7.494292,5.9008207,0.055023935
70,-1.0909125,-1.5897069,-0.046177816
71,-7.494292,5.9008207,0.055023935
72,-1.1400121,-1.9374869,0.012545749
73,-1.111173,-1.9799238,-0.004597641
74,-4.7110014,-4.1262207,0.017044198
75,-3.7485096,-2.3114002,0.004714032
76,-4.814033,6.6120577,0.025940904
77,-1.111173,-1.9799238,-0.004597641
78,-4.8862205,7.3071885,-0.0155896265
79,-4.4710226,7.497539,-0.010651243
80,-1.0533578,-2.0399737,-0.010914385
81,-2.211287,-1.2637467,0.030672181
82,-1.0909125,-1.5897069,-0.046177816
83,-0.73604405,-2.1560237,-0.029843444
84,-1.0233219,-1.3011067,0.04184184
85,-0.9622931,-1.583486,0.013106475
86,-0.73604405,-2.1560237,-0.029843444
87,-4.253432,7.7546005,0.044054605
88,-0.73604405,-2.1560237,-0.029843444
89,-0.7304394,-2.3190506,-0.014790748
90,-2.211287,-1.2637467,0.030672181
91,-0.7709655,-1.643898,-0.018354336
92,-4.253432,7.7546005,0.044054605
93,-3.813509,7.7588077,-0.027990624
94,-1.1069027,0.13513984,-0.054302335
95,-3.813509,7.7588077,-0.027990624
96,-4.8862205,7.3071885,-0.0155896265
97,-3.7725542,5.9977508,0.077376336
98,-4.1267495,4.7932925,-0.06254045
99,-4.253432,7.7546005,0.044054605
100,-0.7304394,-2.3190506,-0.014790748
