,x,y,z
0,-6.0,-6.0,0.0
1,-6.094852,-6.0773854,-0.054527164
2,-7.095323,-6.6489053,0.031423755
3,-6.03332,-7.0196886,-0.05054639
4,-7.095323,-6.6489053,0.031423755
5,-6.911077,-6.81686,0.0060116686
6,-7.086278,-6.82252,0.0076784627
7,-6.5684977,-5.898862,-0.1164541
8,-6.03332,-7.0196886,-0.05054639
9,-5.5749717,-7.120064,0.019601393
10,-4.9348407,-6.4891524,0.006698937
11,-4.721933,-6.248959,-0.018923078
12,-4.721933,-6.248959,-0.018923078
13,-5.5749717,-7.120064,0.019601393
14,-6.582891,-7.721471,0.031960767
15,-6.132515,-7.570681,0.015280053
16,-6.582891,-7.721471,0.031960767
17,-5.5749717,-7.120064,0.019601393
18,-5.591005,-7.179006,-0.0051646135
19,-5.4438066,-7.1172576,0.0012032753
20,-6.582891,-7.721471,0.031960767
21,-5.451305,-7.184442,0.018904423
22,-4.744388,-6.459872,-0.06806574
23,-5.451305,-7.184442,0.018904423
24,-4.9722576,-7.3674483,-0.08647463
25,-5.377602,-7.5889673,0.018221688
26,-4.9722576,-7.3674483,-0.08647463
27,-4.690983,-7.3716555,0.015636053
28,-4.83973,-7.795404,0.021227865
29,-4.8033633,-7.759968,0.015269317
30,-4.221615,-7.6657104,0.018131716
31,-4.4065256,-7.0849304,0.0020197171
32,-4.83973,-7.795404,0.021227865
33,-4.8086042,-7.9747314,-0.019310161
34,-4.2606325,-7.8089867,0.017698525
35,-4.333665,-6.72148,0.013123973
36,-4.333665,-6.72148,0.013123973
37,-5.7023845,-7.5360055,-0.012155797
38,-4.2606325,-7.8089867,0.017698525
39,-3.6575494,-7.553486,0.010744468
40,-3.4347248,-7.3143563,-0.010332449
41,-2.891304,-6.7477846,-0.032695774
42,-2.624051,-6.5188303,-0.027450362
43,-0.039746787,-5.994009,-0.053737063
44,-2.624051,-6.5188303,-0.027450362
45,-3.2544835,-4.630462,-0.06267753
46,-3.9541805,-3.476458,-0.009465144
47,-2.891304,-6.7477846,-0.032695774
48,-2.9928222,-6.845395,-0.106530406
49,-4.187937,-4.426439,0.018012589
50,-2.9928222,-6.845395,-0.106530406
51,-2.916248,-3.4302385,0.0061065727
52,-4.752917,-3.3870065,0.006805041
53,-3.2544835,-4.630462,-0.06267753
54,-4.9473305,-3.3513837,-0.027217006
55,-2.6117008,-7.009811,-0.008574441
56,-4.9473305,-3.3513837,-0.027217006
57,-2.624051,-6.5188303,-0.027450362
58,-3.6575494,-7.553486,0.010744468
59,-3.2544835,-4.630462,-0.06267753
60,-2.9006283,-6.3153143,0.02618287
61,-2.9928222,-6.845395,-0.106530406
62,-4.187937,-4.426439,0.018012589
63,-3.4291363,-7.427278,0.09841833
64,-4.185834,-4.543656,-0.023358572
65,-3.9847324,-1.8338349,0.015931547
66,-3.327737,-7.3561983,-0.0268511
67,-3.0025742,-7.7282634,0.034253985
68,-2.5516574,-7.553846,0.004363262
69,-3.2342136,-4.6490016,-0.013867256
70,-2.4252625,-4.737989,0.031711455
71,-2.8682477,-4.562464,-0.043007925
72,-1.6546984,-1.6441393,0.017011093
73,-2.766364,-3.776549,0.0060609994
74,-2.766364,-3.776549,0.0060609994
75,-4.9401793,-3.856884,-0.08915678
76,-4.980968,-3.8727386,-0.010906467
77,-5.2234764,-3.6424775,0.0691028
78,-5.049973,-4.341543,0.06985601
79,-4.865798,-4.4623446,-0.023555022
80,-2.8682477,-4.562464,-0.043007925
81,-4.865798,-4.4623446,-0.023555022
82,-5.049973,-4.341543,0.06985601
83,-5.126977,-4.531426,-0.015758263
84,-2.4252625,-4.737989,0.031711455
85,-2.843994,-4.69074,-0.052630283
